City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Ankang,CN,32.68,109.0172,35.65,66,100,8.97,overcast clouds
345,Haicheng,CN,40.8516,122.7475,19.76,56,2,4.36,clear sky
346,Grindavik,IS,63.8424,-22.4338,28.35,93,75,13.8,broken clouds
347,Kaitangata,NZ,-46.2817,169.8464,54.93,61,62,8.03,broken clouds
348,Chapais,CA,49.7834,-74.8492,-9.62,100,31,2.15,scattered clouds
349,Pa Sang,TH,18.5262,98.9394,73.36,65,100,0.87,overcast clouds
350,Umea,SE,63.8284,20.2597,23.92,92,75,2.3,broken clouds
351,Maridi,SS,4.9158,29.4742,66.56,25,100,4.12,overcast clouds
352,Kibaya,TZ,-5.3,36.5667,58.19,87,100,2.42,overcast clouds
353,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,79.09,98,100,2.53,overcast clouds
354,Singarayakonda,IN,15.25,80.0333,74.97,78,60,5.48,broken clouds
355,Ishigaki,JP,24.3448,124.1572,62.73,77,75,23.02,broken clouds
356,Dwarka,IN,22.2394,68.9678,66.74,65,0,1.74,clear sky
357,Bathsheba,BB,13.2167,-59.5167,79.41,69,20,12.66,few clouds
358,Bakel,SN,14.905,-12.4568,74.95,10,0,9.93,clear sky
359,Guerrero Negro,MX,27.9769,-114.0611,61.41,51,0,14.27,clear sky
360,Puerto Del Rosario,ES,28.5004,-13.8627,64.08,88,0,11.5,clear sky
361,San Andres,CO,12.5847,-81.7006,80.62,74,20,11.5,few clouds
362,Fare,PF,-16.7,-151.0167,81.12,74,25,19.33,light rain
363,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,85,89,12.03,overcast clouds
364,Ahipara,NZ,-35.1667,173.1667,75.24,84,100,5.95,light rain
365,Ilo,PE,-17.6394,-71.3375,69.42,80,68,2.46,broken clouds
366,Pacific Grove,US,36.6177,-121.9166,62.55,58,0,1.01,clear sky
367,Pangai,TO,-19.8,-174.35,77.11,94,75,6.91,broken clouds
368,Redcar,GB,54.6166,-1.06,44.37,62,100,7.0,overcast clouds
369,Mizdah,LY,31.4451,12.9801,54.34,27,100,3.69,overcast clouds
370,Sabang,ID,5.8933,95.3214,81.97,74,81,14.88,broken clouds
371,Cidreira,BR,-30.1811,-50.2056,74.61,88,88,3.18,overcast clouds
372,Dalianwan,CN,39.0286,121.695,30.24,43,0,11.18,clear sky
373,Jijiga,ET,9.35,42.8,59.11,27,22,9.08,few clouds
374,Zaranj,AF,30.9667,61.8833,51.17,65,30,13.49,scattered clouds
375,San Rafael Del Sur,NI,11.8485,-86.4384,79.77,59,6,18.86,clear sky
376,Polunochnoye,RU,60.8697,60.4153,5.88,97,100,5.59,overcast clouds
377,Lubartow,PL,51.4603,22.6095,34.66,84,98,14.43,overcast clouds
378,Ukiah,US,39.1502,-123.2078,60.69,54,0,3.44,clear sky
379,Puri,IN,19.8,85.85,57.72,40,22,8.7,few clouds
380,Moose Factory,CA,51.2585,-80.6094,-16.62,76,0,3.44,clear sky
381,Kotturu,IN,14.8167,76.2167,66.02,66,49,7.58,scattered clouds
382,Mier,MX,26.4333,-99.15,48.88,37,36,9.35,scattered clouds
383,Taoudenni,ML,22.6783,-3.9836,67.35,11,100,8.77,overcast clouds
384,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.8,88,100,3.56,heavy intensity rain
385,San Cristobal,VE,7.7669,-72.225,71.78,92,33,1.43,scattered clouds
386,Clinton,US,42.587,-82.9199,19.51,82,75,1.01,broken clouds
387,Borodino,RU,55.9106,94.8983,18.93,78,100,10.0,overcast clouds
388,Kefar Shemaryahu,IL,32.1856,34.8219,53.49,93,91,10.25,overcast clouds
389,Roma,US,43.2128,-75.4557,6.66,84,0,3.44,clear sky
390,Tchibanga,GA,-2.85,11.0333,70.52,98,89,1.05,overcast clouds
391,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,72.28,97,33,2.95,scattered clouds
392,Palmer,US,42.1584,-72.3287,18.21,57,0,10.36,clear sky
393,Bitkine,TD,11.9801,18.2138,64.06,17,1,7.99,clear sky
394,Suez,EG,29.9737,32.5263,50.38,74,0,3.87,clear sky
395,Baghmara,IN,23.795,86.2085,55.71,61,3,5.68,clear sky
396,Maldonado,UY,-34.6667,-54.9167,66.22,86,93,10.71,overcast clouds
397,Antofagasta,CL,-23.65,-70.4,65.48,79,23,2.75,few clouds
398,Creemore,CA,44.327,-80.1075,11.55,71,99,4.61,overcast clouds
399,Wamba,NG,8.9333,8.6,67.98,24,0,4.05,clear sky
400,Nichinan,JP,31.6,131.3667,42.48,46,26,10.38,scattered clouds
401,Athabasca,CA,54.7169,-113.2854,33.49,91,88,2.89,overcast clouds
402,Yerofey Pavlovich,RU,53.9667,121.9667,5.4,69,29,3.06,scattered clouds
403,Ilebo,CD,-4.3167,20.5833,70.41,98,100,2.89,moderate rain
404,Iqaluit,CA,63.7506,-68.5145,-29.47,62,40,4.61,scattered clouds
405,Shancheng,CN,34.7953,116.0817,35.91,27,100,3.85,overcast clouds
406,Portland,US,45.5234,-122.6762,49.46,82,19,1.01,few clouds
407,Najran,SA,17.4924,44.1277,59.65,59,0,4.7,clear sky
408,Rio Gallegos,AR,-51.6226,-69.2181,62.65,51,75,9.22,broken clouds
409,Selaphum,TH,16.0299,103.9383,75.0,61,94,14.03,overcast clouds
410,Andapa,MG,-14.65,49.65,68.74,83,82,3.49,broken clouds
411,Hovd,MN,48.0056,91.6419,-13.52,76,12,2.93,few clouds
412,Yeppoon,AU,-23.1333,150.7333,82.18,56,5,20.09,clear sky
413,Port Keats,AU,-14.25,129.55,79.7,72,100,4.23,light rain
414,Bara,NG,10.3744,10.7288,61.52,33,0,7.65,clear sky
415,Lompoc,US,34.6391,-120.4579,63.01,64,20,11.5,few clouds
416,Izumo,JP,35.3667,132.7667,33.75,80,75,14.97,broken clouds
417,Ixtapa,MX,20.7,-105.2,66.63,90,57,0.87,broken clouds
418,Buala,SB,-8.145,159.5921,85.78,74,98,9.48,light rain
419,Marabba,SD,12.35,32.1833,60.87,19,27,14.7,scattered clouds
420,Bugko,PH,12.5356,124.7923,83.01,67,60,14.79,broken clouds
421,Itarema,BR,-2.9248,-39.9167,78.21,85,7,9.24,clear sky
422,Yangjiang,CN,21.85,111.9667,56.95,64,100,9.84,overcast clouds
423,Port Lincoln,AU,-34.7333,135.8667,78.89,48,8,19.28,clear sky
424,Alvinopolis,BR,-20.1067,-43.0489,69.22,98,100,4.7,overcast clouds
425,Shimoda,JP,34.6667,138.95,44.96,50,1,25.41,clear sky
426,Carupano,VE,10.6678,-63.2585,75.43,88,5,10.33,clear sky
427,Codrington,AU,-38.2667,141.9667,79.12,37,66,9.75,broken clouds
428,Hasaki,JP,35.7333,140.8333,43.29,33,0,14.32,clear sky
429,Katherine,AU,-14.4667,132.2667,86.32,66,100,8.05,overcast clouds
430,Tabou,CI,4.423,-7.3528,78.96,86,28,5.59,light rain
431,Half Moon Bay,US,37.4636,-122.4286,61.03,59,0,10.36,mist
432,Walvis Bay,NA,-22.9575,14.5053,68.09,88,94,5.75,overcast clouds
433,Riberalta,BO,-10.9833,-66.1,72.64,95,100,2.82,overcast clouds
434,Osa,RU,57.2829,55.4567,12.83,97,82,5.41,broken clouds
435,Mitsamiouli,KM,-11.3847,43.2844,81.73,78,100,11.39,overcast clouds
436,Ballina,AU,-28.8667,153.5667,75.38,66,40,24.16,scattered clouds
437,Ironton,US,38.5368,-82.6829,23.95,86,0,3.44,clear sky
438,Rocha,UY,-34.4833,-54.3333,63.39,88,66,7.65,broken clouds
439,Huaral,PE,-11.495,-77.2078,67.05,80,100,4.18,overcast clouds
440,Okato,NZ,-39.2,173.8833,62.91,97,100,16.11,overcast clouds
441,Verkhoyansk,RU,67.5447,133.385,-39.6,99,95,0.98,overcast clouds
442,Bileca,BA,42.8719,18.4297,44.49,87,7,5.1,clear sky
443,Pontianak,ID,-0.0333,109.3333,78.78,88,75,3.44,broken clouds
444,Te Anau,NZ,-45.4167,167.7167,65.19,39,1,5.37,clear sky
445,Puurmani,EE,58.5738,26.2878,34.02,93,54,8.03,broken clouds
446,Ribeira Grande,PT,38.5167,-28.7,59.54,74,4,15.59,clear sky
447,Sept-Iles,CA,50.2001,-66.3821,0.12,46,0,5.75,clear sky
448,Seoul,KR,37.5683,126.9778,31.44,49,0,2.3,clear sky
449,Mogadishu,SO,2.0371,45.3438,76.66,81,100,13.71,overcast clouds
450,Contai,IN,21.7786,87.7536,61.3,54,54,3.67,broken clouds
451,Valdez,EC,1.2492,-78.9831,77.23,82,91,6.17,light rain
452,Kirillov,RU,59.863,38.3813,2.86,98,81,5.17,broken clouds
453,Coruripe,BR,-10.1256,-36.1756,77.65,77,4,8.5,clear sky
454,Teixeira,BR,-7.2228,-37.2542,72.21,66,100,7.47,overcast clouds
455,Manuk Mangkaw,PH,4.8,119.85,81.46,75,100,5.26,overcast clouds
456,Urucara,BR,-2.5364,-57.76,73.69,99,84,0.81,broken clouds
457,Arlit,NE,18.7369,7.3853,59.95,18,0,9.42,clear sky
458,Sangar,RU,63.9242,127.4739,-30.37,96,100,3.6,overcast clouds
459,Balykshi,KZ,47.0667,51.8667,30.2,80,75,17.9,broken clouds
460,Torbay,CA,47.6666,-52.7314,45.75,94,100,18.41,moderate rain
461,Muli,MV,2.9167,73.5667,81.43,67,16,8.95,few clouds
462,Nelson Bay,AU,-32.7167,152.15,77.29,56,68,5.01,broken clouds
463,Krasnoznamensk,RU,55.5994,37.0386,11.89,85,75,6.71,light shower snow
464,Ancud,CL,-41.8697,-73.8203,59.23,84,88,3.27,overcast clouds
465,Tucupita,VE,9.0622,-62.051,73.8,87,61,4.47,broken clouds
466,Reconquista,AR,-29.15,-59.65,73.49,44,2,13.76,clear sky
467,Soledade,BR,-28.8183,-52.5103,65.37,91,99,1.41,overcast clouds
468,Esil,KZ,51.9556,66.4042,13.66,70,98,16.44,overcast clouds
469,Terrace,CA,54.5163,-128.6035,42.71,75,100,11.5,overcast clouds
470,Jiexiu,CN,37.0244,111.9125,28.35,39,100,3.74,overcast clouds
471,Yelan-Koleno,RU,51.1523,41.2306,-1.39,100,89,5.21,overcast clouds
472,Antibes,FR,43.5624,7.1278,51.1,74,0,10.36,clear sky
473,Nizwa,OM,22.9333,57.5333,63.82,36,1,0.98,clear sky
474,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,94,75,16.4,broken clouds
475,Atasu,KZ,48.6814,71.6433,12.15,70,1,13.04,clear sky
476,College,US,64.8569,-147.8028,12.79,82,100,0.0,light snow
477,Malpe,IN,13.35,74.7167,70.9,80,94,3.13,overcast clouds
478,Viedma,AR,-40.8135,-62.9967,55.85,64,0,6.98,clear sky
479,Talara,PE,-4.5772,-81.2719,71.73,86,7,11.41,clear sky
480,Khorramshahr,IR,30.4397,48.1664,51.76,71,0,6.91,clear sky
481,Tahe,CN,52.3333,124.7333,7.9,65,100,7.99,overcast clouds
482,Hami,CN,42.8,93.45,26.85,28,100,10.76,overcast clouds
483,Inhambane,MZ,-23.865,35.3833,76.68,83,80,16.17,light rain
484,Takaka,NZ,-40.85,172.8,63.55,82,100,12.17,light rain
485,Pascagoula,US,30.3658,-88.5561,42.84,88,0,0.0,clear sky
486,Calmeca,MX,18.6333,-98.6333,66.27,43,4,4.09,clear sky
487,Leatherhead,GB,51.2959,-0.3259,50.63,82,40,4.0,light rain
488,Atar,MR,20.5169,-13.0499,69.49,11,0,4.7,clear sky
489,Contamana,PE,-7.3333,-75.0167,81.05,65,98,4.81,light rain
490,Deputatskiy,RU,69.3,139.9,-28.91,98,97,3.33,overcast clouds
491,Kardymovo,RU,54.8902,32.4311,29.75,95,99,12.86,snow
492,Namatanai,PG,-3.6667,152.4333,86.34,63,56,11.59,broken clouds
493,Gospic,HR,44.5461,15.3747,31.69,95,73,3.4,broken clouds
494,Olinda,BR,-8.0089,-34.8553,82.13,65,0,5.75,clear sky
495,Wajima,JP,37.4,136.9,32.68,74,75,5.75,light snow
496,Krasnoselkup,RU,65.7,82.4667,-13.95,100,93,3.76,overcast clouds
497,Ambilobe,MG,-13.2,49.05,72.12,95,98,2.86,overcast clouds
498,Sadiqabad,PK,28.3062,70.1307,54.48,40,0,12.21,clear sky
499,Raga,SS,8.4596,25.678,66.56,19,100,7.4,overcast clouds
500,Gorin,RU,51.1983,136.6669,8.49,81,100,4.97,overcast clouds
501,Loandjili,CG,-4.7561,11.8578,77.31,87,100,5.97,overcast clouds
502,Krasnaya Gorbatka,RU,55.8703,41.7641,-5.67,100,100,3.22,overcast clouds
503,Beloha,MG,-25.1667,45.05,73.96,91,100,21.59,moderate rain
504,Kirakira,SB,-10.4544,161.9205,85.26,74,100,8.55,overcast clouds
505,Pachino,IT,36.7186,15.0907,55.6,81,100,4.88,overcast clouds
506,Hirara,JP,24.8,125.2833,61.07,67,75,14.97,broken clouds
507,Kharp,RU,66.8014,65.8081,-9.4,99,10,2.75,clear sky
508,San Jose,US,37.3394,-121.895,60.98,50,20,9.22,few clouds
509,Shelburne,CA,44.0787,-80.2041,12.09,69,84,8.12,broken clouds
510,Kangaba,ML,11.9333,-8.4167,70.36,14,5,5.23,clear sky
511,Ambanja,MG,-13.6833,48.45,70.9,91,81,3.44,broken clouds
512,North Bend,US,43.4065,-124.2243,51.71,90,0,8.05,clear sky
513,De Aar,ZA,-30.6497,24.0123,68.92,56,5,10.45,clear sky
514,Lazurne,UA,46.084,32.5295,34.02,97,100,17.27,light snow
515,Gamboma,CG,-1.8764,15.8644,76.24,74,89,0.56,overcast clouds
516,El Tocuyo,VE,9.7873,-69.7937,71.02,75,61,1.72,broken clouds
517,Muyezerskiy,RU,63.9333,31.65,17.96,93,100,10.45,light snow
518,Amarante Do Maranhao,BR,-5.5667,-46.7422,72.19,97,98,2.55,overcast clouds
519,Lodja,CD,-3.4833,23.4333,68.58,88,94,1.68,overcast clouds
520,Longyearbyen,SJ,78.2186,15.6401,10.24,61,20,19.57,few clouds
521,Bunda,TZ,-2.05,33.8667,64.8,87,100,3.24,overcast clouds
522,Energetik,RU,51.7445,58.7934,17.87,95,100,6.24,overcast clouds
523,Jega,NG,12.2175,4.3792,65.98,17,0,11.52,clear sky
524,Bom Jesus,BR,-9.0744,-44.3586,76.28,72,39,0.18,scattered clouds
525,Puerto Madero,MX,14.7208,-92.4215,78.75,66,57,11.01,broken clouds
526,Sangueya,GN,10.7,-14.3667,69.6,87,8,1.05,clear sky
527,Babstovo,RU,48.1167,132.4833,-0.76,85,95,4.36,overcast clouds
528,Nanakuli,US,21.3906,-158.1547,84.15,58,100,6.91,overcast clouds
529,Botwood,CA,49.1499,-55.3482,26.08,93,100,17.81,snow
530,Richards Bay,ZA,-28.783,32.0377,71.82,84,65,6.04,broken clouds
531,Caluquembe,AO,-13.7833,14.6833,61.12,66,100,3.38,overcast clouds
532,Saint-Ambroise,CA,48.5501,-71.3324,-0.8,50,17,9.22,few clouds
533,Koumac,NC,-20.5667,164.2833,78.84,87,100,5.35,overcast clouds
534,Wanning,CN,18.8003,110.3967,69.58,77,93,10.16,overcast clouds
535,Gandajika,CD,-6.75,23.95,64.81,97,96,2.48,light rain
536,Bukachacha,RU,52.9833,116.9167,2.17,77,12,1.52,few clouds
537,Gryazi,RU,52.4966,39.9359,1.81,100,92,6.38,overcast clouds
538,Karratha,AU,-20.7377,116.8463,91.02,55,49,12.48,scattered clouds
539,San Quintin,MX,30.4833,-115.95,57.25,41,0,5.59,clear sky
540,Mount Pleasant,US,32.7941,-79.8626,46.0,71,0,1.01,clear sky
541,Synya,RU,65.3718,58.0387,-13.13,99,68,2.55,broken clouds
542,Tura,IN,25.5198,90.2201,52.74,83,0,1.81,clear sky
543,Kargat,RU,55.1956,80.2811,3.6,89,100,5.19,overcast clouds
544,Hanzhong,CN,33.0728,107.0303,35.02,85,100,7.14,light snow
545,Kenai,US,60.5544,-151.2583,30.29,86,100,11.5,overcast clouds
546,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.37,96,95,1.28,overcast clouds
547,Wauconda,US,42.2589,-88.1393,16.45,66,45,10.0,scattered clouds
548,Mehamn,NO,71.0357,27.8492,20.64,88,76,16.35,broken clouds
549,Vredendal,ZA,-31.6683,18.5012,72.95,45,41,3.04,scattered clouds
550,Khasan,RU,42.4308,130.6434,15.84,51,3,20.18,clear sky
551,Rio Grande,BR,-32.035,-52.0986,71.94,77,0,9.01,light rain
552,Sayyan,YE,15.1718,44.3244,53.51,60,70,4.81,broken clouds
553,Ozinki,RU,51.1786,49.6769,19.27,96,100,7.0,light snow
554,Charters Towers,AU,-20.1,146.2667,84.67,40,0,11.7,clear sky
555,Paamiut,GL,61.994,-49.6678,-2.4,84,100,9.35,overcast clouds
556,Husavik,IS,66.0449,-17.3389,30.11,82,100,24.61,light snow
557,Newport,GB,51.5877,-2.9984,50.86,91,100,31.43,moderate rain
558,Puro,PH,12.4841,123.3827,81.36,69,29,16.26,scattered clouds
559,Menongue,AO,-14.6585,17.691,59.99,94,100,6.73,moderate rain
560,Ocos,GT,14.5094,-92.1933,81.32,66,86,7.4,overcast clouds
561,Fortuna,US,40.5982,-124.1573,53.94,82,0,1.01,clear sky
562,Tieli,CN,46.95,128.05,-1.57,92,100,3.33,overcast clouds
563,Phalaborwa,ZA,-23.943,31.1411,69.87,76,99,15.1,overcast clouds
564,Chauk,MM,20.8833,94.8167,70.09,67,22,5.68,few clouds
565,Charagua,BO,-19.8,-63.2167,65.77,96,100,2.86,light rain
566,Bilibino,RU,68.0546,166.4372,-11.49,85,13,4.03,few clouds
567,Temyasovo,RU,52.9933,58.1014,5.36,98,100,6.71,overcast clouds
568,Busembatia,UG,0.7697,33.6131,66.56,80,100,3.83,overcast clouds
569,Rio Brilhante,BR,-21.8019,-54.5464,72.16,95,100,1.05,overcast clouds
570,Sigulda,LV,57.1519,24.8647,34.52,97,100,4.0,overcast clouds
571,Faanui,PF,-16.4833,-151.75,80.87,74,17,18.72,light rain
572,Savigny-Le-Temple,FR,48.5667,2.5833,46.17,87,0,17.27,clear sky
573,Jacareacanga,BR,-6.2222,-57.7528,73.6,98,100,0.74,overcast clouds
574,Manggar,ID,-2.8833,108.2667,81.37,81,100,9.98,overcast clouds
575,Jijiang,CN,29.2906,106.2542,47.37,84,100,5.03,overcast clouds
576,Fairlie,GB,55.756,-4.8556,41.41,88,100,8.99,light rain
577,Tucurui,BR,-3.7661,-49.6725,73.56,97,100,3.11,overcast clouds
578,Sao Gabriel,BR,-30.3364,-54.32,73.74,47,5,14.63,clear sky
579,Bubaque,GW,11.2833,-15.8333,77.85,66,2,10.04,clear sky
580,New Iberia,US,30.0035,-91.8187,41.05,70,0,4.61,clear sky
581,Natal,BR,-5.795,-35.2094,81.25,78,20,6.91,few clouds
582,Morehead,US,37.2711,-87.1764,22.75,93,0,0.0,clear sky
583,Navashino,RU,55.5292,42.2003,-4.25,100,99,3.24,overcast clouds
584,Pingzhuang,CN,42.0372,119.2889,19.4,43,0,11.3,clear sky
585,Fuengirola,ES,36.54,-4.6247,58.08,91,75,3.44,broken clouds
586,Tuatapere,NZ,-46.1333,167.6833,58.82,50,49,6.67,scattered clouds
587,Kargopol,RU,61.5071,38.9456,0.46,98,69,4.34,broken clouds
588,Rossosh,RU,51.1209,38.5116,18.99,95,100,9.1,snow
589,Smolenka,RU,52.1352,113.4974,-12.93,77,20,0.0,few clouds
590,Karema,TZ,-6.8205,30.4389,68.77,83,100,3.78,light rain
591,Mindelo,CV,16.8901,-24.9804,69.35,73,20,20.71,few clouds
592,Vila,PT,42.0304,-8.1588,36.32,82,0,4.34,clear sky
593,Ozernovskiy,RU,51.5,156.5167,27.43,84,77,9.24,broken clouds
594,Astana,KZ,51.1801,71.446,1.35,66,0,13.42,clear sky
595,Eirunepe,BR,-6.6603,-69.8736,72.05,98,66,1.28,broken clouds
596,Vikulovo,RU,56.8167,70.6107,8.02,85,100,6.13,overcast clouds
597,Mount Isa,AU,-20.7333,139.5,91.17,33,10,8.05,clear sky
598,Plettenberg Bay,ZA,-34.0527,23.3716,66.83,83,0,7.67,clear sky
599,Buin,CL,-33.7333,-70.75,77.74,52,0,2.59,clear sky
600,Mayfield,US,36.7417,-88.6367,26.35,86,0,4.14,clear sky
601,Jiazi,CN,22.8779,116.067,57.76,73,100,21.83,overcast clouds
602,Nantucket,US,41.2835,-70.0995,24.91,58,0,17.27,clear sky
603,Kikwit,CD,-5.041,18.8162,68.54,96,76,1.39,broken clouds
604,Susanville,US,40.4163,-120.653,39.04,52,0,4.61,clear sky
605,Beyneu,KZ,45.3167,55.2,29.62,86,100,20.83,overcast clouds
606,Fort Nelson,CA,58.8053,-122.7002,4.59,78,75,0.0,broken clouds
607,Yulara,AU,-25.2406,130.9889,84.04,23,0,9.22,clear sky
608,Sorong,ID,-0.8833,131.25,84.65,69,100,10.25,overcast clouds
609,Muros,ES,42.7762,-9.0603,47.23,78,10,10.0,clear sky
610,Oranjemund,NA,-28.55,16.4333,66.43,82,95,1.45,overcast clouds
611,Matara,LK,5.9485,80.5353,73.85,84,17,7.94,few clouds
612,Kamaishi,JP,39.2667,141.8833,25.75,56,50,12.17,light snow
613,Tautira,PF,-17.7333,-149.15,86.02,75,36,19.15,moderate rain
614,Dandong,CN,40.1292,124.3947,20.79,49,0,8.72,clear sky
615,Poum,NC,-20.2333,164.0167,79.5,88,100,11.32,light rain
616,Nemuro,JP,43.3236,145.575,25.23,67,98,19.91,overcast clouds
617,Hamilton,US,39.1834,-84.5333,19.81,86,0,1.01,clear sky
618,Reichenbach,DE,48.7101,9.4643,41.45,79,40,7.0,scattered clouds
619,Makasar,ID,-5.14,119.4221,84.25,74,20,3.44,few clouds
620,Kutum,SD,14.2,24.6667,49.03,24,98,9.48,overcast clouds
621,Parkhill,CA,43.1501,-81.6831,17.69,88,70,10.6,broken clouds
622,Yichang,CN,30.7144,111.2847,36.45,89,100,2.82,overcast clouds
623,Zhangjiakou,CN,40.81,114.8794,15.67,50,25,4.25,light snow
624,Mwanza,TZ,-2.5167,32.9,65.46,83,94,2.33,overcast clouds
625,Peniche,PT,39.3558,-9.3811,53.1,77,0,12.62,clear sky
626,Dakar,SN,14.6937,-17.4441,69.93,94,0,6.91,clear sky
627,Benghazi,LY,32.1167,20.0667,59.4,68,13,8.99,few clouds
628,Hoi An,VN,15.8794,108.335,71.56,85,100,4.97,overcast clouds
629,Kaduna,NG,10.5222,7.4383,63.16,23,0,10.22,clear sky
630,Lockhart,US,28.6194,-81.4426,56.98,76,100,11.5,overcast clouds
631,Auki,SB,-8.7676,160.7034,83.39,79,80,8.81,light rain
632,Morondava,MG,-20.2833,44.2833,76.93,84,100,15.55,light rain
633,Itoman,JP,26.1247,127.6694,61.57,52,40,17.27,scattered clouds
634,Piterka,RU,50.6803,47.4454,12.18,96,100,10.51,overcast clouds
635,Beinamar,TD,8.6698,15.3813,66.45,22,16,4.21,few clouds
636,Jiaojiang,CN,28.6803,121.4428,45.0,59,94,8.37,overcast clouds
637,Pisco,PE,-13.7,-76.2167,68.05,88,0,5.75,clear sky
638,Monte Azul,BR,-15.155,-42.8747,70.0,92,100,3.85,overcast clouds
639,Alice,US,27.7523,-98.0697,44.49,47,0,10.36,clear sky
640,Avera,US,33.194,-82.5271,42.31,52,0,7.54,clear sky
641,Kargasok,RU,59.0556,80.8572,17.35,90,100,7.23,overcast clouds
642,Chontalpa,MX,17.7,-93.5167,62.15,97,100,8.7,overcast clouds
643,Terekli-Mekteb,RU,44.1671,45.8698,29.73,67,4,11.63,clear sky
644,Fowa,NG,8.9167,6.4,72.66,19,1,4.03,clear sky
645,Orsk,RU,51.2049,58.5668,14.9,92,0,6.71,clear sky
646,Myanaung,MM,18.2833,95.3167,73.47,72,30,1.68,scattered clouds
647,Faya,SA,18.3851,42.4509,50.11,76,0,1.57,clear sky
648,Malanville,BJ,11.8685,3.3899,66.2,18,0,7.94,clear sky
649,Liling,CN,27.6667,113.5,42.69,82,99,3.4,overcast clouds
650,Mayumba,GA,-3.432,10.6554,76.78,86,99,3.94,overcast clouds
651,Praya,CV,14.9215,-23.5087,70.34,83,0,14.97,clear sky
652,Mahibadhoo,MV,3.7833,72.9667,81.14,68,26,6.85,scattered clouds
653,Matamoros,MX,25.5333,-103.25,53.11,40,10,2.98,clear sky
654,Sisimiut,GL,66.9395,-53.6735,1.65,94,100,7.92,light snow
655,Yerbogachen,RU,61.2767,108.0108,11.44,96,100,2.68,light snow
656,Topaipi,CO,5.3346,-74.3029,62.53,96,69,2.86,broken clouds
657,Bozeman,US,45.6796,-111.0386,37.51,65,100,12.66,light snow
658,Paranagua,BR,-25.52,-48.5092,83.89,97,100,4.16,overcast clouds
659,Madimba,TZ,-10.4,40.3333,75.34,86,100,8.97,light rain
660,Opportunity,US,47.6499,-117.2399,40.69,80,0,1.01,clear sky
661,Victoria Point,AU,-27.5833,153.3,82.18,65,50,13.0,scattered clouds
662,Naze,JP,28.3667,129.4833,54.52,66,99,14.67,overcast clouds
663,San Rafael,AR,-34.6177,-68.3301,60.55,61,6,6.08,clear sky
664,Sucua,EC,-2.4667,-78.1667,68.54,98,91,2.68,moderate rain
665,Tucumcari,US,35.1717,-103.725,42.64,39,0,11.5,clear sky
666,Raymond Terrace,AU,-32.75,151.75,77.29,53,17,24.16,few clouds
667,Honiara,SB,-9.4333,159.95,87.21,67,86,7.78,overcast clouds
668,Haines Junction,CA,60.7522,-137.5108,30.15,74,100,2.3,overcast clouds
669,Tygda,RU,53.1167,126.3333,5.68,69,100,6.82,overcast clouds
670,Iracoubo,GF,5.4802,-53.2011,76.69,89,100,9.37,overcast clouds
671,Oussouye,SN,12.485,-16.5469,73.58,67,0,6.4,clear sky
672,Bibiani,GH,6.4635,-2.3194,73.83,91,99,1.48,light rain
673,Antalaha,MG,-14.9003,50.2788,76.28,78,100,2.64,overcast clouds
674,Makhinjauri,GE,41.6739,41.694,37.26,75,100,14.97,overcast clouds
675,Hambantota,LK,6.1241,81.1185,68.34,100,39,3.44,scattered clouds
676,Abha,SA,18.2164,42.5053,49.82,87,0,0.0,clear sky
677,Pontes E Lacerda,BR,-15.2261,-59.3353,73.29,94,23,2.01,few clouds
678,Amambai,BR,-23.1042,-55.2258,69.94,98,92,4.47,overcast clouds
679,Jimma,ET,7.6667,36.8333,58.26,76,100,1.7,overcast clouds
680,Sembe,CG,1.6481,14.5806,68.88,29,73,0.47,broken clouds
681,Wielun,PL,51.221,18.5696,35.22,76,100,17.16,overcast clouds
682,Bandarbeyla,SO,9.4942,50.8122,73.35,76,10,7.54,clear sky
683,Port Macquarie,AU,-31.4333,152.9167,73.36,58,71,17.18,broken clouds
684,Bintulu,MY,3.1667,113.0333,79.21,94,20,1.99,few clouds
685,Labuhan,ID,-6.8844,112.2051,82.49,78,70,11.74,broken clouds
686,Santa Luzia,BR,-19.7697,-43.8514,70.88,94,75,11.5,broken clouds
687,Makakilo City,US,21.3469,-158.0858,82.72,56,100,6.91,overcast clouds
688,Gwembe,ZM,-16.4975,27.6069,63.64,99,100,7.34,overcast clouds
689,Yanam,IN,16.7333,82.2167,70.2,73,13,4.52,few clouds
690,Bud,US,39.447,-86.1758,19.49,87,7,7.34,clear sky
691,Ayr,GB,55.4627,-4.6339,41.5,93,75,27.63,broken clouds
692,Huarmey,PE,-10.0681,-78.1522,70.65,83,68,7.96,broken clouds
693,Chicama,PE,-7.8447,-79.1469,64.94,77,43,5.57,scattered clouds
694,Coihaique,CL,-45.5752,-72.0662,59.61,67,0,3.44,clear sky
695,Verkhnyaya Inta,RU,65.9811,60.3094,-11.18,93,49,3.62,scattered clouds
696,Gayny,RU,60.3071,54.3241,7.97,96,86,5.12,overcast clouds
