City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
137,Tasiilaq,GL,2022-02-05 02:15:31,65.6145,-37.6368,23.16,69,100,42.73
138,Bridlington,GB,2022-02-05 02:20:30,54.0831,-0.1919,38.28,78,3,21.81
139,Changli,CN,2022-02-05 02:20:31,39.7042,119.1506,22.15,31,0,11.36
140,Saldanha,ZA,2022-02-05 02:12:59,-33.0117,17.9442,60.94,74,0,10.33
141,Lanxi,CN,2022-02-05 02:21:31,29.2195,119.477,44.17,71,6,3.87
142,Iqaluit,CA,2022-02-05 02:15:43,63.7506,-68.5145,-16.87,58,75,0.0
143,Helmbrechts,DE,2022-02-05 02:21:32,50.2356,11.7159,33.35,92,20,15.99
144,Constitucion,CL,2022-02-05 02:20:56,-35.3333,-72.4167,58.6,88,2,12.21
145,Narsaq,GL,2022-02-05 02:20:53,60.9167,-46.05,-0.89,53,0,16.4
146,Dikson,RU,2022-02-05 02:21:33,73.5069,80.5464,-1.34,93,100,5.73
147,Bhusawal,IN,2022-02-05 02:21:34,21.05,75.7667,59.27,30,20,5.08
148,Nouadhibou,MR,2022-02-05 02:21:34,20.931,-17.0347,64.38,72,1,10.36
149,Shingu,JP,2022-02-05 02:21:34,33.7333,135.9833,40.19,49,9,16.93
150,Lerwick,GB,2022-02-05 02:21:35,60.1545,-1.1494,41.0,63,98,27.85
151,Coihaique,CL,2022-02-05 02:20:08,-45.5752,-72.0662,58.95,67,0,4.61
152,Idrinskoye,RU,2022-02-05 02:21:36,54.3708,92.1358,1.63,96,100,3.24
153,Moose Factory,CA,2022-02-05 02:21:36,51.2585,-80.6094,-14.8,70,0,4.61
154,Bambous Virieux,MU,2022-02-05 02:21:36,-20.3428,57.7575,80.22,89,75,17.27
155,Omsukchan,RU,2022-02-05 02:21:37,62.5333,155.8,-11.85,80,7,8.12
156,Tommot,RU,2022-02-05 02:21:37,58.9564,126.2925,-0.89,92,100,6.87
157,Egvekinot,RU,2022-02-05 02:15:50,66.3167,-179.1667,-3.19,70,0,11.3
158,Jalu,LY,2022-02-05 02:21:38,29.0331,21.5482,49.69,74,0,7.67
159,Leninsk-Kuznetskiy,RU,2022-02-05 02:21:39,54.6567,86.1737,10.71,95,86,6.73
160,Roald,NO,2022-02-05 02:21:39,62.5833,6.1333,39.0,75,75,28.77
161,Kasongo-Lunda,CD,2022-02-05 02:21:40,-6.4667,16.8167,67.77,97,91,0.76
162,Talcahuano,CL,2022-02-05 02:21:21,-36.7167,-73.1167,60.48,72,0,18.41
163,Yuncheng,CN,2022-02-05 02:21:40,35.0231,110.9928,34.25,35,100,5.46
164,Kavieng,PG,2022-02-05 02:21:41,-2.5744,150.7967,83.88,69,100,5.82
165,Kikwit,CD,2022-02-05 02:21:41,-5.041,18.8162,68.54,90,100,2.24
166,Buchanan,LR,2022-02-05 02:14:28,5.8808,-10.0467,78.57,85,25,4.79
167,Manicore,BR,2022-02-05 02:21:42,-5.8092,-61.3003,73.11,99,100,2.24
168,Pitea,SE,2022-02-05 02:21:43,65.3172,21.4794,33.1,93,100,10.2
169,Gambela,ET,2022-02-05 02:21:43,8.25,34.5833,78.06,45,100,0.67
170,Cidreira,BR,2022-02-05 02:21:44,-30.1811,-50.2056,73.0,91,17,4.16
171,Khilok,RU,2022-02-05 02:21:44,51.3674,110.4676,7.18,86,100,6.69
172,Atuona,PF,2022-02-05 02:21:44,-9.8,-139.0333,78.37,77,25,15.9
173,Stromness,GB,2022-02-05 02:21:45,58.965,-3.296,37.36,66,61,35.41
174,Morehead,US,2022-02-05 02:21:45,37.2711,-87.1764,19.15,93,0,0.0
175,Kirakira,SB,2022-02-05 02:21:46,-10.4544,161.9205,84.25,75,100,6.15
176,Cabinda,AO,2022-02-05 02:21:46,-5.55,12.2,76.32,81,68,0.65
177,Quelimane,MZ,2022-02-05 02:14:37,-17.8786,36.8883,76.95,94,0,4.61
178,Plettenberg Bay,ZA,2022-02-05 02:21:47,-34.0527,23.3716,62.06,78,0,6.06
179,Ayan,RU,2022-02-05 02:21:47,56.45,138.1667,-2.24,68,46,13.89
180,Upornaya,RU,2022-02-05 02:21:48,44.3914,41.0196,24.37,93,100,10.65
181,Kruisfontein,ZA,2022-02-05 02:13:19,-34.0033,24.7314,64.89,80,46,3.62
182,Ahipara,NZ,2022-02-05 02:21:48,-35.1667,173.1667,74.43,86,87,15.66
183,Rivadavia,AR,2022-02-05 02:21:49,-33.1905,-68.4608,70.27,50,20,17.69
184,Dalby,AU,2022-02-05 02:21:49,-27.1833,151.2667,77.49,37,0,19.57
185,Kavaratti,IN,2022-02-05 02:19:53,10.5669,72.642,77.61,59,88,4.27
186,Ajdabiya,LY,2022-02-05 02:22:50,30.7554,20.2263,52.05,74,0,4.99
187,Nome,US,2022-02-05 02:22:50,64.5011,-165.4064,6.87,56,100,6.91
188,Riyadh,SA,2022-02-05 02:22:51,24.6877,46.7219,64.54,36,13,19.73
189,Havelock,US,2022-02-05 02:22:51,34.8791,-76.9013,67.01,94,100,5.99
190,Marrakesh,MA,2022-02-05 02:22:52,31.6315,-8.0083,59.07,44,20,1.14
191,Riverside,US,2022-02-05 02:22:52,33.7333,-116.0508,54.88,24,0,4.61
192,Teknaf,BD,2022-02-05 02:22:52,20.8624,92.3058,68.11,75,69,9.4
193,Dakar,SN,2022-02-05 02:22:53,14.6937,-17.4441,70.68,88,0,6.91
194,Auxerre,FR,2022-02-05 02:22:53,47.8,3.5667,37.26,90,3,4.09
195,Aksu,CN,2022-02-05 02:22:53,41.1231,80.2644,25.59,74,99,5.01
196,Bell Ville,AR,2022-02-05 02:22:54,-32.6259,-62.6887,69.96,59,15,5.35
197,Namibe,AO,2022-02-05 02:22:54,-15.1961,12.1522,70.79,70,16,6.55
198,Upernavik,GL,2022-02-05 02:22:55,72.7868,-56.1549,2.25,97,100,10.54
199,Isangel,VU,2022-02-05 02:22:01,-19.55,169.2667,75.87,94,100,13.24
200,Lebu,CL,2022-02-05 02:22:55,-37.6167,-73.65,57.97,86,75,18.07
201,Peniche,PT,2022-02-05 02:22:56,39.3558,-9.3811,54.63,75,97,12.59
202,Sistranda,NO,2022-02-05 02:22:56,63.7256,8.834,35.91,82,100,46.06
203,Kindu,CD,2022-02-05 02:22:56,-2.95,25.95,68.18,99,100,3.15
204,Maldonado,UY,2022-02-05 02:11:27,-34.6667,-54.9167,69.19,95,35,2.06
205,Faya,SA,2022-02-05 02:22:57,18.3851,42.4509,53.71,91,22,6.02
206,Husavik,IS,2022-02-05 02:22:57,66.0449,-17.3389,10.31,93,100,6.33
207,Turukhansk,RU,2022-02-05 02:21:16,65.8167,87.9833,12.6,94,100,13.27
208,Sao Filipe,CV,2022-02-05 02:20:06,14.8961,-24.4956,73.08,73,0,9.26
209,Castro,BR,2022-02-05 02:22:58,-24.7911,-50.0119,64.72,98,64,3.78
210,Nurlat,RU,2022-02-05 02:22:58,54.4277,50.8051,26.44,95,100,7.4
211,Iquique,CL,2022-02-05 02:22:59,-20.2208,-70.1431,66.24,76,57,2.48
212,Mahebourg,MU,2022-02-05 02:22:59,-20.4081,57.7,80.26,89,75,17.27
213,Hovd,MN,2022-02-05 02:22:59,48.0056,91.6419,-11.22,78,7,3.22
214,Carballo,ES,2022-02-05 02:23:00,43.213,-8.691,49.55,93,99,6.93
215,Fairbanks,US,2022-02-05 02:13:38,64.8378,-147.7164,8.1,63,100,3.44
216,San Pedro,PH,2022-02-05 02:23:00,14.35,121.0167,87.03,60,75,5.75
217,Belaya Gora,RU,2022-02-05 02:23:01,68.5333,146.4167,-33.02,99,42,1.92
218,Victoria,HK,2022-02-05 02:18:06,22.2855,114.1577,60.24,77,100,1.01
219,Luena,AO,2022-02-05 02:23:01,-11.7833,19.9167,61.9,96,100,7.18
220,Grindavik,IS,2022-02-05 02:13:15,63.8424,-22.4338,27.07,63,100,21.85
221,Norman Wells,CA,2022-02-05 02:23:02,65.282,-126.8329,-5.76,59,75,25.32
222,Lavrentiya,RU,2022-02-05 02:22:35,65.5833,-171.0,-8.81,82,1,8.86
223,Kosh-Agach,RU,2022-02-05 02:23:02,50.0,88.6667,-25.73,95,91,2.86
224,Pontianak,ID,2022-02-05 02:18:40,-0.0333,109.3333,82.38,78,20,3.44
225,San Cosme Y Damian,PY,2022-02-05 02:23:03,-27.3167,-56.35,74.75,84,97,4.61
226,Ryotsu,JP,2022-02-05 02:23:03,38.0833,138.4333,31.96,65,95,25.52
227,Mokhsogollokh,RU,2022-02-05 02:23:04,61.4681,128.9203,-15.68,93,95,3.15
228,Laurel,US,2022-02-05 02:23:04,39.0993,-76.8483,36.86,83,100,1.01
229,Gao,ML,2022-02-05 02:23:04,16.6362,1.637,58.21,15,0,11.81
230,Bayan,CN,2022-02-05 02:23:05,46.0833,127.4,-1.62,91,90,5.53
231,Carnarvon,AU,2022-02-05 02:24:05,-24.8667,113.6333,104.07,16,11,12.66
232,Hay River,CA,2022-02-05 02:24:06,60.8156,-115.7999,-14.82,76,75,9.22
233,Rocha,UY,2022-02-05 02:19:27,-34.4833,-54.3333,66.07,96,21,3.78
234,Bethal,ZA,2022-02-05 02:24:06,-26.4579,29.4655,60.55,88,100,9.01
235,Strezhevoy,RU,2022-02-05 02:24:07,60.7333,77.5889,22.98,96,100,8.48
236,Los Llanos De Aridane,ES,2022-02-05 02:24:07,28.6585,-17.9182,58.75,85,0,7.0
237,Gosainganj,IN,2022-02-05 02:24:07,26.5833,82.3833,49.53,93,0,3.74
238,San Patricio,US,2022-02-05 02:24:08,28.017,-97.5169,42.84,68,6,15.17
239,Mindelo,CV,2022-02-05 02:24:08,16.8901,-24.9804,69.35,78,20,21.85
240,Flinders,AU,2022-02-05 02:24:09,-34.5833,150.8552,76.17,59,64,10.0
241,Kodiak,US,2022-02-05 02:24:09,57.79,-152.4072,38.71,81,100,3.44
242,Porto Santo,PT,2022-02-05 02:24:09,33.072,-16.3415,63.3,94,20,4.61
243,Olafsvik,IS,2022-02-05 02:17:05,64.8945,-23.7142,27.25,67,100,22.17
244,Kytmanovo,RU,2022-02-05 02:24:10,53.4593,85.4479,-12.93,100,76,2.44
245,Boyolangu,ID,2022-02-05 02:24:10,-8.1181,111.8935,80.22,76,89,1.54
246,Dossor,KZ,2022-02-05 02:24:11,47.5272,52.9811,31.3,94,100,4.56
247,Hualmay,PE,2022-02-05 02:23:54,-11.0964,-77.6139,69.96,84,35,8.93
248,Sambava,MG,2022-02-05 02:24:11,-14.2667,50.1667,75.99,81,100,3.71
249,Homer,US,2022-02-05 02:24:12,59.6425,-151.5483,33.67,88,0,5.75
250,Port-Gentil,GA,2022-02-05 02:24:12,-0.7193,8.7815,79.43,80,53,8.7
251,Mackay,AU,2022-02-05 02:24:13,-21.15,149.2,85.68,61,40,21.85
252,Ambilobe,MG,2022-02-05 02:24:13,-13.2,49.05,75.42,92,100,10.65
253,Port Lincoln,AU,2022-02-05 02:21:54,-34.7333,135.8667,71.98,63,6,11.23
254,Ambanja,MG,2022-02-05 02:24:14,-13.6833,48.45,73.42,94,100,4.23
255,Muscat,OM,2022-02-05 02:22:52,23.6139,58.5922,62.62,50,4,1.66
256,Shimoga,IN,2022-02-05 02:24:14,13.9167,75.5667,61.84,79,9,2.82
257,Saint-Georges,GD,2022-02-05 02:20:51,12.0564,-61.7485,76.68,83,75,6.91
258,Westerville,US,2022-02-05 02:24:15,40.1262,-82.9291,19.38,82,100,9.22
259,Salalah,OM,2022-02-05 02:21:32,17.0151,54.0924,71.69,68,75,2.3
260,Guerrero Negro,MX,2022-02-05 02:24:16,27.9769,-114.0611,61.3,33,0,3.71
261,Port Macquarie,AU,2022-02-05 02:22:40,-31.4333,152.9167,73.89,60,98,14.85
262,Paita,PE,2022-02-05 02:24:16,-5.0892,-81.1144,71.78,81,37,13.24
263,Wynyard,AU,2022-02-05 02:24:17,-41.0,145.7167,65.32,67,97,7.36
264,Chimbote,PE,2022-02-05 02:24:17,-9.0853,-78.5783,69.66,86,11,7.45
265,Horta,PT,2022-02-05 02:23:51,38.5333,-28.6333,57.9,83,44,13.49
266,Ribeira Grande,PT,2022-02-05 02:15:41,38.5167,-28.7,59.02,81,27,14.43
267,Aklavik,CA,2022-02-05 02:24:18,68.2191,-135.0107,-21.17,91,6,17.49
268,Benin,BJ,2022-02-05 02:24:19,9.5,2.25,70.48,18,2,5.17
269,Balagansk,RU,2022-02-05 02:24:19,54.0103,103.0544,-3.17,99,100,3.44
270,Ola,RU,2022-02-05 02:24:19,59.5833,151.2833,4.01,72,9,10.63
271,Georgetown,MY,2022-02-05 02:23:22,5.4112,100.3354,84.13,80,20,4.61
272,Priiskovyy,RU,2022-02-05 02:24:20,51.9333,116.6333,-8.52,93,100,2.13
273,Henties Bay,NA,2022-02-05 02:24:20,-22.116,14.2845,66.85,84,100,4.72
274,Kargasok,RU,2022-02-05 02:25:21,59.0556,80.8572,22.12,91,100,11.99
275,Manuk Mangkaw,PH,2022-02-05 02:25:21,4.8,119.85,80.22,80,100,12.62
276,Lima,PE,2022-02-05 02:24:26,-12.0432,-77.0282,69.91,79,0,14.97
277,Lindi,TZ,2022-02-05 02:25:22,-10.0,39.7167,73.08,96,100,3.38
278,Tiznit,MA,2022-02-05 02:25:22,29.5833,-9.5,61.63,32,100,1.28
279,Turmalina,BR,2022-02-05 02:25:23,-17.2856,-42.73,67.91,98,100,2.51
280,Belyy Yar,RU,2022-02-05 02:20:47,53.6039,91.3903,-20.31,76,20,2.24
281,Chara,RU,2022-02-05 02:25:23,56.9064,118.2631,-10.16,88,90,0.09
282,Kalmunai,LK,2022-02-05 02:25:24,7.4167,81.8167,74.39,79,92,1.72
283,Takoradi,GH,2022-02-05 02:25:24,4.8845,-1.7554,79.3,81,48,5.08
284,Leningradskiy,RU,2022-02-05 02:23:24,69.3833,178.4167,-16.17,93,62,8.12
285,Nanhai,CN,2022-02-05 02:25:25,30.1282,111.7784,43.77,58,6,6.71
286,Mar Del Plata,AR,2022-02-05 02:13:29,-38.0023,-57.5575,69.1,82,100,1.01
287,Saint Anthony,US,2022-02-05 02:25:25,45.0205,-93.218,3.94,71,0,3.0
288,Carutapera,BR,2022-02-05 02:25:26,-1.195,-46.02,75.69,94,100,5.53
289,Bilibino,RU,2022-02-05 02:25:26,68.0546,166.4372,-4.97,79,0,4.54
290,Svencionys,LT,2022-02-05 02:25:27,55.15,26.1667,26.76,96,100,12.62
291,Vrutky,SK,2022-02-05 02:25:27,49.1133,18.9171,39.92,100,100,5.06
292,Lagoa,PT,2022-02-05 02:25:28,39.05,-27.9833,57.78,83,74,19.6
293,Karpathos,GR,2022-02-05 02:25:28,35.507,27.2132,51.76,66,2,36.82
294,High Rock,BS,2022-02-05 02:25:28,26.6208,-78.2833,66.22,67,0,10.22
